yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Explain the function of nodes with conditional statements in a decision tree. Under what circumstances would an incoming data point usually transition from one branch to another based on these conditions? Additionally, describe how splitting criteria such as the Gini index or information gain contribute to the formation of these branches.""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,maybe,apply
yes,yes,yes,more_or_less,"yes, ""Compare and contrast two decision tree models developed by Indian students to predict whether a student will qualify for engineering entrance exams based on their current marks, coaching hours, and previous test scores. Identify key differences between the trees and analyze how these differences might affect prediction outcomes. Additionally, interpret these variations in terms of variable importance.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, How would you evaluate a third student's decision tree model for predicting crop disease based on temperature, humidity, and soil moisture levels? Consider the following metrics:

   - Accuracy: Explain how to calculate this metric using true positives, false negatives, and false positives.
   - Precision: Describe how it helps in measuring the model's performance when predicting diseased crops.
   - Recall (Sensitivity): Discuss how it reflects the model's capability to identify all affected crops.
   - Specificity: Explain its role in minimizing false-positive predictions.

Critique the student’s decision tree based on these evaluation metrics and suggest improvements.",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,"remember, understand"
yes,yes,yes,more_or_less,"yes, How do different branches of decisions within a family relate to each other when represented as nodes in a Decision Tree Model?",yes,yes,yes,"- Question 3: analyze
 - Question 4: understand
 - Question 5: apply"
yes,yes,yes,more_or_less,"yes, How would you construct a simple binary classification problem based on decisions you've made when choosing your course subjects at school?",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, 8. Explain how cultural factors specific to India, such as traditional festivals or family roles in society (like son preference), can be incorporated into decision-making processes represented by tree models.
no
yes, 9. Discuss why incorporating historical data about Indian monsoon patterns could enhance the accuracy of a Decision Tree model used for predicting crop yields.",yes,yes,- WouldYouUseIt: yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,no,yes,more_or_less,yes,no,no,WouldYouUseIt: maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, * Explain how the concept of information gain influences the selection of features with high entropy when constructing a decision tree model.
* Design a simple decision tree model to classify customers into two categories (e.g., creditworthy, non-creditworthy) based on their demographic and financial profiles.
* Using a given dataset, build a decision tree model that predicts exam grades for students. Identify the most important features used in the model.",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, * Compare and contrast the advantages and disadvantages of decision tree models with other machine learning algorithms such as random forests and support vector machines.
* Analyze the performance metrics for a given decision tree model. How are these metrics related to each other? What does it imply when a model performs well on one metric but poorly on another?
* Examine the feature importance values for a decision tree model and explain why certain features are considered more important than others.",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, * Assess the effectiveness of a given decision tree model in solving a real-world problem (e.g., credit risk assessment, medical diagnosis). What are its strengths and weaknesses?
* Compare the performance of different decision tree models on the same dataset. Which one performs better and why?
* Evaluate the interpretability of a decision tree model. How well does it explain its predictions?",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,no,yes,yes,create
yes,yes,yes,more_or_less,"yes, What are the three main components of a decision tree?",yes,yes,yes,remember
yes,yes,yes,more_or_less,"yes, What are the key differences between a decision tree model and other machine learning models such as linear regression or neural networks?",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Compare and contrast the decision rules generated by two different decision trees trained on the same dataset regarding crop yields across various regions of India. What factors might cause differences in these decision rules?""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, What is a decision tree model? Identify three common metrics used to evaluate the performance of decision trees.",yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, How would you apply a decision tree model to predict whether an individual is likely to use online banking services given a dataset containing features such as age, income, and education level of individuals from different regions in India?",yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, How would you determine which of two differently structured decision trees trained on the same agricultural yield dataset from India is likely overfitting? What indicators would suggest this?",yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, How would you evaluate whether a decision tree model used to predict student performance based on features such as attendance, study hours, and socioeconomic status is fair and unbiased towards students from rural areas in India?",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,no,yes,yes,yes,understand
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What are the key factors that affect the accuracy of decision tree models when applied to Indian datasets? Provide examples from sectors such as finance and telecommunications.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Compare the performance of a decision tree model with that of a Random Forest model using metrics such as accuracy and F1-score. Explain why one might choose a Random Forest model for predicting exam scores.""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
